"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"28/02/2021 07:00:00 - 28/02/2021 08:00:00","BZN|NL","Without sequence","41.0","",""
"28/02/2021 08:00:00 - 28/02/2021 09:00:00","BZN|NL","Without sequence","42.4","",""
"28/02/2021 09:00:00 - 28/02/2021 10:00:00","BZN|NL","Without sequence","41.48","",""
"28/02/2021 10:00:00 - 28/02/2021 11:00:00","BZN|NL","Without sequence","38.9","",""
"28/02/2021 11:00:00 - 28/02/2021 12:00:00","BZN|NL","Without sequence","38.77","",""
"28/02/2021 12:00:00 - 28/02/2021 13:00:00","BZN|NL","Without sequence","36.0","",""
"28/02/2021 13:00:00 - 28/02/2021 14:00:00","BZN|NL","Without sequence","27.24","",""
"28/02/2021 14:00:00 - 28/02/2021 15:00:00","BZN|NL","Without sequence","26.5","",""
"28/02/2021 15:00:00 - 28/02/2021 16:00:00","BZN|NL","Without sequence","37.41","",""
"28/02/2021 16:00:00 - 28/02/2021 17:00:00","BZN|NL","Without sequence","39.31","",""
"28/02/2021 17:00:00 - 28/02/2021 18:00:00","BZN|NL","Without sequence","51.53","",""
"28/02/2021 18:00:00 - 28/02/2021 19:00:00","BZN|NL","Without sequence","58.63","",""
"28/02/2021 19:00:00 - 28/02/2021 20:00:00","BZN|NL","Without sequence","59.28","",""
"28/02/2021 20:00:00 - 28/02/2021 21:00:00","BZN|NL","Without sequence","55.27","",""
"28/02/2021 21:00:00 - 28/02/2021 22:00:00","BZN|NL","Without sequence","48.25","",""
"28/02/2021 22:00:00 - 28/02/2021 23:00:00","BZN|NL","Without sequence","49.06","",""
"28/02/2021 23:00:00 - 01/03/2021 00:00:00","BZN|NL","Without sequence","43.61","",""
"01/03/2021 00:00:00 - 01/03/2021 01:00:00","BZN|NL","Without sequence","42.5","",""
"01/03/2021 01:00:00 - 01/03/2021 02:00:00","BZN|NL","Without sequence","40.96","",""
"01/03/2021 02:00:00 - 01/03/2021 03:00:00","BZN|NL","Without sequence","41.0","",""
"01/03/2021 03:00:00 - 01/03/2021 04:00:00","BZN|NL","Without sequence","40.95","",""
"01/03/2021 04:00:00 - 01/03/2021 05:00:00","BZN|NL","Without sequence","40.8","",""
"01/03/2021 05:00:00 - 01/03/2021 06:00:00","BZN|NL","Without sequence","44.94","",""
"01/03/2021 06:00:00 - 01/03/2021 07:00:00","BZN|NL","Without sequence","56.1","",""
"01/03/2021 07:00:00 - 01/03/2021 08:00:00","BZN|NL","Without sequence","65.09","",""
"01/03/2021 08:00:00 - 01/03/2021 09:00:00","BZN|NL","Without sequence","66.38","",""
"01/03/2021 09:00:00 - 01/03/2021 10:00:00","BZN|NL","Without sequence","59.16","",""
"01/03/2021 10:00:00 - 01/03/2021 11:00:00","BZN|NL","Without sequence","52.4","",""
"01/03/2021 11:00:00 - 01/03/2021 12:00:00","BZN|NL","Without sequence","41.0","",""
"01/03/2021 12:00:00 - 01/03/2021 13:00:00","BZN|NL","Without sequence","40.04","",""
"01/03/2021 13:00:00 - 01/03/2021 14:00:00","BZN|NL","Without sequence","39.87","",""
"01/03/2021 14:00:00 - 01/03/2021 15:00:00","BZN|NL","Without sequence","40.03","",""
"01/03/2021 15:00:00 - 01/03/2021 16:00:00","BZN|NL","Without sequence","39.9","",""
"01/03/2021 16:00:00 - 01/03/2021 17:00:00","BZN|NL","Without sequence","42.0","",""
"01/03/2021 17:00:00 - 01/03/2021 18:00:00","BZN|NL","Without sequence","55.25","",""
"01/03/2021 18:00:00 - 01/03/2021 19:00:00","BZN|NL","Without sequence","68.49","",""
"01/03/2021 19:00:00 - 01/03/2021 20:00:00","BZN|NL","Without sequence","64.99","",""
"01/03/2021 20:00:00 - 01/03/2021 21:00:00","BZN|NL","Without sequence","57.36","",""
"01/03/2021 21:00:00 - 01/03/2021 22:00:00","BZN|NL","Without sequence","50.85","",""
"01/03/2021 22:00:00 - 01/03/2021 23:00:00","BZN|NL","Without sequence","47.2","",""
"01/03/2021 23:00:00 - 02/03/2021 00:00:00","BZN|NL","Without sequence","41.1","",""
"02/03/2021 00:00:00 - 02/03/2021 01:00:00","BZN|NL","Without sequence","44.32","",""
"02/03/2021 01:00:00 - 02/03/2021 02:00:00","BZN|NL","Without sequence","43.89","",""
"02/03/2021 02:00:00 - 02/03/2021 03:00:00","BZN|NL","Without sequence","43.36","",""
"02/03/2021 03:00:00 - 02/03/2021 04:00:00","BZN|NL","Without sequence","42.14","",""
"02/03/2021 04:00:00 - 02/03/2021 05:00:00","BZN|NL","Without sequence","42.1","",""
"02/03/2021 05:00:00 - 02/03/2021 06:00:00","BZN|NL","Without sequence","47.27","",""
"02/03/2021 06:00:00 - 02/03/2021 07:00:00","BZN|NL","Without sequence","55.91","",""
"02/03/2021 07:00:00 - 02/03/2021 08:00:00","BZN|NL","Without sequence","66.07","",""
"02/03/2021 08:00:00 - 02/03/2021 09:00:00","BZN|NL","Without sequence","71.04","",""
"02/03/2021 09:00:00 - 02/03/2021 10:00:00","BZN|NL","Without sequence","58.73","",""
"02/03/2021 10:00:00 - 02/03/2021 11:00:00","BZN|NL","Without sequence","50.0","",""
"02/03/2021 11:00:00 - 02/03/2021 12:00:00","BZN|NL","Without sequence","42.81","",""
"02/03/2021 12:00:00 - 02/03/2021 13:00:00","BZN|NL","Without sequence","40.72","",""
"02/03/2021 13:00:00 - 02/03/2021 14:00:00","BZN|NL","Without sequence","42.2","",""
"02/03/2021 14:00:00 - 02/03/2021 15:00:00","BZN|NL","Without sequence","41.47","",""
"02/03/2021 15:00:00 - 02/03/2021 16:00:00","BZN|NL","Without sequence","41.71","",""
"02/03/2021 16:00:00 - 02/03/2021 17:00:00","BZN|NL","Without sequence","51.89","",""
"02/03/2021 17:00:00 - 02/03/2021 18:00:00","BZN|NL","Without sequence","58.63","",""
"02/03/2021 18:00:00 - 02/03/2021 19:00:00","BZN|NL","Without sequence","79.31","",""
"02/03/2021 19:00:00 - 02/03/2021 20:00:00","BZN|NL","Without sequence","78.62","",""
"02/03/2021 20:00:00 - 02/03/2021 21:00:00","BZN|NL","Without sequence","63.45","",""
"02/03/2021 21:00:00 - 02/03/2021 22:00:00","BZN|NL","Without sequence","56.92","",""
"02/03/2021 22:00:00 - 02/03/2021 23:00:00","BZN|NL","Without sequence","55.48","",""
"02/03/2021 23:00:00 - 03/03/2021 00:00:00","BZN|NL","Without sequence","52.13","",""
"03/03/2021 00:00:00 - 03/03/2021 01:00:00","BZN|NL","Without sequence","44.07","",""
"03/03/2021 01:00:00 - 03/03/2021 02:00:00","BZN|NL","Without sequence","44.72","",""
"03/03/2021 02:00:00 - 03/03/2021 03:00:00","BZN|NL","Without sequence","43.81","",""
"03/03/2021 03:00:00 - 03/03/2021 04:00:00","BZN|NL","Without sequence","43.93","",""
"03/03/2021 04:00:00 - 03/03/2021 05:00:00","BZN|NL","Without sequence","43.3","",""
"03/03/2021 05:00:00 - 03/03/2021 06:00:00","BZN|NL","Without sequence","49.38","",""
"03/03/2021 06:00:00 - 03/03/2021 07:00:00","BZN|NL","Without sequence","58.99","",""
"03/03/2021 07:00:00 - 03/03/2021 08:00:00","BZN|NL","Without sequence","67.04","",""
"03/03/2021 08:00:00 - 03/03/2021 09:00:00","BZN|NL","Without sequence","66.75","",""
"03/03/2021 09:00:00 - 03/03/2021 10:00:00","BZN|NL","Without sequence","58.2","",""
"03/03/2021 10:00:00 - 03/03/2021 11:00:00","BZN|NL","Without sequence","47.09","",""
"03/03/2021 11:00:00 - 03/03/2021 12:00:00","BZN|NL","Without sequence","41.08","",""
"03/03/2021 12:00:00 - 03/03/2021 13:00:00","BZN|NL","Without sequence","41.43","",""
"03/03/2021 13:00:00 - 03/03/2021 14:00:00","BZN|NL","Without sequence","41.05","",""
"03/03/2021 14:00:00 - 03/03/2021 15:00:00","BZN|NL","Without sequence","42.57","",""
"03/03/2021 15:00:00 - 03/03/2021 16:00:00","BZN|NL","Without sequence","44.9","",""
"03/03/2021 16:00:00 - 03/03/2021 17:00:00","BZN|NL","Without sequence","46.98","",""
"03/03/2021 17:00:00 - 03/03/2021 18:00:00","BZN|NL","Without sequence","56.36","",""
"03/03/2021 18:00:00 - 03/03/2021 19:00:00","BZN|NL","Without sequence","67.68","",""
"03/03/2021 19:00:00 - 03/03/2021 20:00:00","BZN|NL","Without sequence","70.0","",""
"03/03/2021 20:00:00 - 03/03/2021 21:00:00","BZN|NL","Without sequence","60.22","",""
"03/03/2021 21:00:00 - 03/03/2021 22:00:00","BZN|NL","Without sequence","54.74","",""
"03/03/2021 22:00:00 - 03/03/2021 23:00:00","BZN|NL","Without sequence","52.24","",""
"03/03/2021 23:00:00 - 04/03/2021 00:00:00","BZN|NL","Without sequence","38.81","",""
"04/03/2021 00:00:00 - 04/03/2021 01:00:00","BZN|NL","Without sequence","48.12","",""
"04/03/2021 01:00:00 - 04/03/2021 02:00:00","BZN|NL","Without sequence","46.14","",""
"04/03/2021 02:00:00 - 04/03/2021 03:00:00","BZN|NL","Without sequence","44.25","",""
"04/03/2021 03:00:00 - 04/03/2021 04:00:00","BZN|NL","Without sequence","43.39","",""
"04/03/2021 04:00:00 - 04/03/2021 05:00:00","BZN|NL","Without sequence","43.96","",""
"04/03/2021 05:00:00 - 04/03/2021 06:00:00","BZN|NL","Without sequence","46.47","",""
"04/03/2021 06:00:00 - 04/03/2021 07:00:00","BZN|NL","Without sequence","55.8","",""
"04/03/2021 07:00:00 - 04/03/2021 08:00:00","BZN|NL","Without sequence","62.01","",""
"04/03/2021 08:00:00 - 04/03/2021 09:00:00","BZN|NL","Without sequence","65.71","",""
"04/03/2021 09:00:00 - 04/03/2021 10:00:00","BZN|NL","Without sequence","64.93","",""
"04/03/2021 10:00:00 - 04/03/2021 11:00:00","BZN|NL","Without sequence","60.05","",""
"04/03/2021 11:00:00 - 04/03/2021 12:00:00","BZN|NL","Without sequence","56.45","",""
"04/03/2021 12:00:00 - 04/03/2021 13:00:00","BZN|NL","Without sequence","55.0","",""
"04/03/2021 13:00:00 - 04/03/2021 14:00:00","BZN|NL","Without sequence","53.98","",""
"04/03/2021 14:00:00 - 04/03/2021 15:00:00","BZN|NL","Without sequence","53.23","",""
"04/03/2021 15:00:00 - 04/03/2021 16:00:00","BZN|NL","Without sequence","53.49","",""
"04/03/2021 16:00:00 - 04/03/2021 17:00:00","BZN|NL","Without sequence","53.07","",""
"04/03/2021 17:00:00 - 04/03/2021 18:00:00","BZN|NL","Without sequence","56.09","",""
"04/03/2021 18:00:00 - 04/03/2021 19:00:00","BZN|NL","Without sequence","62.13","",""
"04/03/2021 19:00:00 - 04/03/2021 20:00:00","BZN|NL","Without sequence","66.14","",""
"04/03/2021 20:00:00 - 04/03/2021 21:00:00","BZN|NL","Without sequence","57.6","",""
"04/03/2021 21:00:00 - 04/03/2021 22:00:00","BZN|NL","Without sequence","53.1","",""
"04/03/2021 22:00:00 - 04/03/2021 23:00:00","BZN|NL","Without sequence","50.57","",""
"04/03/2021 23:00:00 - 05/03/2021 00:00:00","BZN|NL","Without sequence","39.9","",""
"05/03/2021 00:00:00 - 05/03/2021 01:00:00","BZN|NL","Without sequence","41.45","",""
"05/03/2021 01:00:00 - 05/03/2021 02:00:00","BZN|NL","Without sequence","44.25","",""
"05/03/2021 02:00:00 - 05/03/2021 03:00:00","BZN|NL","Without sequence","42.65","",""
"05/03/2021 03:00:00 - 05/03/2021 04:00:00","BZN|NL","Without sequence","42.03","",""
"05/03/2021 04:00:00 - 05/03/2021 05:00:00","BZN|NL","Without sequence","43.39","",""
"05/03/2021 05:00:00 - 05/03/2021 06:00:00","BZN|NL","Without sequence","41.79","",""
"05/03/2021 06:00:00 - 05/03/2021 07:00:00","BZN|NL","Without sequence","48.39","",""
"05/03/2021 07:00:00 - 05/03/2021 08:00:00","BZN|NL","Without sequence","56.95","",""
"05/03/2021 08:00:00 - 05/03/2021 09:00:00","BZN|NL","Without sequence","67.97","",""
"05/03/2021 09:00:00 - 05/03/2021 10:00:00","BZN|NL","Without sequence","54.9","",""
"05/03/2021 10:00:00 - 05/03/2021 11:00:00","BZN|NL","Without sequence","42.12","",""
"05/03/2021 11:00:00 - 05/03/2021 12:00:00","BZN|NL","Without sequence","39.26","",""
"05/03/2021 12:00:00 - 05/03/2021 13:00:00","BZN|NL","Without sequence","37.91","",""
"05/03/2021 13:00:00 - 05/03/2021 14:00:00","BZN|NL","Without sequence","39.3","",""
"05/03/2021 14:00:00 - 05/03/2021 15:00:00","BZN|NL","Without sequence","42.0","",""
"05/03/2021 15:00:00 - 05/03/2021 16:00:00","BZN|NL","Without sequence","39.4","",""
"05/03/2021 16:00:00 - 05/03/2021 17:00:00","BZN|NL","Without sequence","39.3","",""
"05/03/2021 17:00:00 - 05/03/2021 18:00:00","BZN|NL","Without sequence","41.18","",""
"05/03/2021 18:00:00 - 05/03/2021 19:00:00","BZN|NL","Without sequence","64.16","",""
"05/03/2021 19:00:00 - 05/03/2021 20:00:00","BZN|NL","Without sequence","65.37","",""
"05/03/2021 20:00:00 - 05/03/2021 21:00:00","BZN|NL","Without sequence","59.17","",""
"05/03/2021 21:00:00 - 05/03/2021 22:00:00","BZN|NL","Without sequence","55.34","",""
"05/03/2021 22:00:00 - 05/03/2021 23:00:00","BZN|NL","Without sequence","53.15","",""
"05/03/2021 23:00:00 - 06/03/2021 00:00:00","BZN|NL","Without sequence","48.17","",""
"06/03/2021 00:00:00 - 06/03/2021 01:00:00","BZN|NL","Without sequence","48.0","",""
"06/03/2021 01:00:00 - 06/03/2021 02:00:00","BZN|NL","Without sequence","45.85","",""
"06/03/2021 02:00:00 - 06/03/2021 03:00:00","BZN|NL","Without sequence","43.57","",""
"06/03/2021 03:00:00 - 06/03/2021 04:00:00","BZN|NL","Without sequence","40.8","",""
"06/03/2021 04:00:00 - 06/03/2021 05:00:00","BZN|NL","Without sequence","40.36","",""
"06/03/2021 05:00:00 - 06/03/2021 06:00:00","BZN|NL","Without sequence","40.46","",""
"06/03/2021 06:00:00 - 06/03/2021 07:00:00","BZN|NL","Without sequence","41.45","",""
"06/03/2021 07:00:00 - 06/03/2021 08:00:00","BZN|NL","Without sequence","46.48","",""
"06/03/2021 08:00:00 - 06/03/2021 09:00:00","BZN|NL","Without sequence","48.03","",""
"06/03/2021 09:00:00 - 06/03/2021 10:00:00","BZN|NL","Without sequence","45.61","",""
"06/03/2021 10:00:00 - 06/03/2021 11:00:00","BZN|NL","Without sequence","40.72","",""
"06/03/2021 11:00:00 - 06/03/2021 12:00:00","BZN|NL","Without sequence","43.0","",""
"06/03/2021 12:00:00 - 06/03/2021 13:00:00","BZN|NL","Without sequence","40.4","",""
"06/03/2021 13:00:00 - 06/03/2021 14:00:00","BZN|NL","Without sequence","37.62","",""
"06/03/2021 14:00:00 - 06/03/2021 15:00:00","BZN|NL","Without sequence","36.9","",""
"06/03/2021 15:00:00 - 06/03/2021 16:00:00","BZN|NL","Without sequence","38.57","",""
"06/03/2021 16:00:00 - 06/03/2021 17:00:00","BZN|NL","Without sequence","40.27","",""
"06/03/2021 17:00:00 - 06/03/2021 18:00:00","BZN|NL","Without sequence","48.64","",""
"06/03/2021 18:00:00 - 06/03/2021 19:00:00","BZN|NL","Without sequence","56.02","",""
"06/03/2021 19:00:00 - 06/03/2021 20:00:00","BZN|NL","Without sequence","58.87","",""
"06/03/2021 20:00:00 - 06/03/2021 21:00:00","BZN|NL","Without sequence","54.97","",""
"06/03/2021 21:00:00 - 06/03/2021 22:00:00","BZN|NL","Without sequence","48.89","",""
"06/03/2021 22:00:00 - 06/03/2021 23:00:00","BZN|NL","Without sequence","49.68","",""
"06/03/2021 23:00:00 - 07/03/2021 00:00:00","BZN|NL","Without sequence","49.53","",""
"07/03/2021 00:00:00 - 07/03/2021 01:00:00","BZN|NL","Without sequence","45.25","",""
"07/03/2021 01:00:00 - 07/03/2021 02:00:00","BZN|NL","Without sequence","44.9","",""
"07/03/2021 02:00:00 - 07/03/2021 03:00:00","BZN|NL","Without sequence","44.91","",""
"07/03/2021 03:00:00 - 07/03/2021 04:00:00","BZN|NL","Without sequence","43.44","",""
"07/03/2021 04:00:00 - 07/03/2021 05:00:00","BZN|NL","Without sequence","42.13","",""
"07/03/2021 05:00:00 - 07/03/2021 06:00:00","BZN|NL","Without sequence","43.85","",""
"07/03/2021 06:00:00 - 07/03/2021 07:00:00","BZN|NL","Without sequence","45.24","",""
"07/03/2021 07:00:00 - 07/03/2021 08:00:00","BZN|NL","Without sequence","44.38","",""
"07/03/2021 08:00:00 - 07/03/2021 09:00:00","BZN|NL","Without sequence","41.0","",""
"07/03/2021 09:00:00 - 07/03/2021 10:00:00","BZN|NL","Without sequence","49.9","",""
"07/03/2021 10:00:00 - 07/03/2021 11:00:00","BZN|NL","Without sequence","48.58","",""
"07/03/2021 11:00:00 - 07/03/2021 12:00:00","BZN|NL","Without sequence","39.9","",""
"07/03/2021 12:00:00 - 07/03/2021 13:00:00","BZN|NL","Without sequence","45.0","",""
"07/03/2021 13:00:00 - 07/03/2021 14:00:00","BZN|NL","Without sequence","42.4","",""
"07/03/2021 14:00:00 - 07/03/2021 15:00:00","BZN|NL","Without sequence","38.11","",""
"07/03/2021 15:00:00 - 07/03/2021 16:00:00","BZN|NL","Without sequence","40.0","",""
"07/03/2021 16:00:00 - 07/03/2021 17:00:00","BZN|NL","Without sequence","42.4","",""
"07/03/2021 17:00:00 - 07/03/2021 18:00:00","BZN|NL","Without sequence","47.67","",""
"07/03/2021 18:00:00 - 07/03/2021 19:00:00","BZN|NL","Without sequence","55.84","",""
"07/03/2021 19:00:00 - 07/03/2021 20:00:00","BZN|NL","Without sequence","60.91","",""
"07/03/2021 20:00:00 - 07/03/2021 21:00:00","BZN|NL","Without sequence","56.77","",""
"07/03/2021 21:00:00 - 07/03/2021 22:00:00","BZN|NL","Without sequence","54.27","",""
"07/03/2021 22:00:00 - 07/03/2021 23:00:00","BZN|NL","Without sequence","53.0","",""
"07/03/2021 23:00:00 - 08/03/2021 00:00:00","BZN|NL","Without sequence","48.99","",""
"08/03/2021 00:00:00 - 08/03/2021 01:00:00","BZN|NL","Without sequence","47.3","",""
"08/03/2021 01:00:00 - 08/03/2021 02:00:00","BZN|NL","Without sequence","45.5","",""
"08/03/2021 02:00:00 - 08/03/2021 03:00:00","BZN|NL","Without sequence","44.48","",""
"08/03/2021 03:00:00 - 08/03/2021 04:00:00","BZN|NL","Without sequence","43.02","",""
"08/03/2021 04:00:00 - 08/03/2021 05:00:00","BZN|NL","Without sequence","45.0","",""
"08/03/2021 05:00:00 - 08/03/2021 06:00:00","BZN|NL","Without sequence","50.06","",""
"08/03/2021 06:00:00 - 08/03/2021 07:00:00","BZN|NL","Without sequence","63.92","",""
"08/03/2021 07:00:00 - 08/03/2021 08:00:00","BZN|NL","Without sequence","79.27","",""
"08/03/2021 08:00:00 - 08/03/2021 09:00:00","BZN|NL","Without sequence","86.66","",""
"08/03/2021 09:00:00 - 08/03/2021 10:00:00","BZN|NL","Without sequence","67.9","",""
"08/03/2021 10:00:00 - 08/03/2021 11:00:00","BZN|NL","Without sequence","59.34","",""
"08/03/2021 11:00:00 - 08/03/2021 12:00:00","BZN|NL","Without sequence","57.73","",""
"08/03/2021 12:00:00 - 08/03/2021 13:00:00","BZN|NL","Without sequence","55.35","",""
"08/03/2021 13:00:00 - 08/03/2021 14:00:00","BZN|NL","Without sequence","53.84","",""
"08/03/2021 14:00:00 - 08/03/2021 15:00:00","BZN|NL","Without sequence","54.15","",""
"08/03/2021 15:00:00 - 08/03/2021 16:00:00","BZN|NL","Without sequence","55.41","",""
"08/03/2021 16:00:00 - 08/03/2021 17:00:00","BZN|NL","Without sequence","58.64","",""
"08/03/2021 17:00:00 - 08/03/2021 18:00:00","BZN|NL","Without sequence","70.0","",""
"08/03/2021 18:00:00 - 08/03/2021 19:00:00","BZN|NL","Without sequence","100.87","",""
"08/03/2021 19:00:00 - 08/03/2021 20:00:00","BZN|NL","Without sequence","103.71","",""
"08/03/2021 20:00:00 - 08/03/2021 21:00:00","BZN|NL","Without sequence","66.18","",""
"08/03/2021 21:00:00 - 08/03/2021 22:00:00","BZN|NL","Without sequence","59.16","",""
"08/03/2021 22:00:00 - 08/03/2021 23:00:00","BZN|NL","Without sequence","56.87","",""
"08/03/2021 23:00:00 - 09/03/2021 00:00:00","BZN|NL","Without sequence","52.09","",""
"09/03/2021 00:00:00 - 09/03/2021 01:00:00","BZN|NL","Without sequence","41.2","",""
"09/03/2021 01:00:00 - 09/03/2021 02:00:00","BZN|NL","Without sequence","46.66","",""
"09/03/2021 02:00:00 - 09/03/2021 03:00:00","BZN|NL","Without sequence","43.77","",""
"09/03/2021 03:00:00 - 09/03/2021 04:00:00","BZN|NL","Without sequence","43.09","",""
"09/03/2021 04:00:00 - 09/03/2021 05:00:00","BZN|NL","Without sequence","43.59","",""
"09/03/2021 05:00:00 - 09/03/2021 06:00:00","BZN|NL","Without sequence","48.26","",""
"09/03/2021 06:00:00 - 09/03/2021 07:00:00","BZN|NL","Without sequence","61.7","",""
"09/03/2021 07:00:00 - 09/03/2021 08:00:00","BZN|NL","Without sequence","73.4","",""
"09/03/2021 08:00:00 - 09/03/2021 09:00:00","BZN|NL","Without sequence","81.35","",""
"09/03/2021 09:00:00 - 09/03/2021 10:00:00","BZN|NL","Without sequence","72.55","",""
"09/03/2021 10:00:00 - 09/03/2021 11:00:00","BZN|NL","Without sequence","63.02","",""
"09/03/2021 11:00:00 - 09/03/2021 12:00:00","BZN|NL","Without sequence","59.7","",""
"09/03/2021 12:00:00 - 09/03/2021 13:00:00","BZN|NL","Without sequence","57.94","",""
"09/03/2021 13:00:00 - 09/03/2021 14:00:00","BZN|NL","Without sequence","56.47","",""
"09/03/2021 14:00:00 - 09/03/2021 15:00:00","BZN|NL","Without sequence","56.49","",""
"09/03/2021 15:00:00 - 09/03/2021 16:00:00","BZN|NL","Without sequence","55.38","",""
"09/03/2021 16:00:00 - 09/03/2021 17:00:00","BZN|NL","Without sequence","56.05","",""
"09/03/2021 17:00:00 - 09/03/2021 18:00:00","BZN|NL","Without sequence","65.0","",""
"09/03/2021 18:00:00 - 09/03/2021 19:00:00","BZN|NL","Without sequence","90.16","",""
"09/03/2021 19:00:00 - 09/03/2021 20:00:00","BZN|NL","Without sequence","93.3","",""
"09/03/2021 20:00:00 - 09/03/2021 21:00:00","BZN|NL","Without sequence","70.0","",""
"09/03/2021 21:00:00 - 09/03/2021 22:00:00","BZN|NL","Without sequence","61.7","",""
"09/03/2021 22:00:00 - 09/03/2021 23:00:00","BZN|NL","Without sequence","58.3","",""
"09/03/2021 23:00:00 - 10/03/2021 00:00:00","BZN|NL","Without sequence","52.24","",""
"10/03/2021 00:00:00 - 10/03/2021 01:00:00","BZN|NL","Without sequence","55.57","",""
"10/03/2021 01:00:00 - 10/03/2021 02:00:00","BZN|NL","Without sequence","53.05","",""
"10/03/2021 02:00:00 - 10/03/2021 03:00:00","BZN|NL","Without sequence","50.03","",""
"10/03/2021 03:00:00 - 10/03/2021 04:00:00","BZN|NL","Without sequence","49.04","",""
"10/03/2021 04:00:00 - 10/03/2021 05:00:00","BZN|NL","Without sequence","49.0","",""
"10/03/2021 05:00:00 - 10/03/2021 06:00:00","BZN|NL","Without sequence","53.08","",""
"10/03/2021 06:00:00 - 10/03/2021 07:00:00","BZN|NL","Without sequence","58.9","",""
"10/03/2021 07:00:00 - 10/03/2021 08:00:00","BZN|NL","Without sequence","69.9","",""
"10/03/2021 08:00:00 - 10/03/2021 09:00:00","BZN|NL","Without sequence","68.08","",""
"10/03/2021 09:00:00 - 10/03/2021 10:00:00","BZN|NL","Without sequence","55.96","",""
"10/03/2021 10:00:00 - 10/03/2021 11:00:00","BZN|NL","Without sequence","45.75","",""
"10/03/2021 11:00:00 - 10/03/2021 12:00:00","BZN|NL","Without sequence","47.09","",""
"10/03/2021 12:00:00 - 10/03/2021 13:00:00","BZN|NL","Without sequence","43.91","",""
"10/03/2021 13:00:00 - 10/03/2021 14:00:00","BZN|NL","Without sequence","43.24","",""
"10/03/2021 14:00:00 - 10/03/2021 15:00:00","BZN|NL","Without sequence","43.13","",""
"10/03/2021 15:00:00 - 10/03/2021 16:00:00","BZN|NL","Without sequence","43.63","",""
"10/03/2021 16:00:00 - 10/03/2021 17:00:00","BZN|NL","Without sequence","42.41","",""
"10/03/2021 17:00:00 - 10/03/2021 18:00:00","BZN|NL","Without sequence","53.73","",""
"10/03/2021 18:00:00 - 10/03/2021 19:00:00","BZN|NL","Without sequence","57.63","",""
"10/03/2021 19:00:00 - 10/03/2021 20:00:00","BZN|NL","Without sequence","54.11","",""
"10/03/2021 20:00:00 - 10/03/2021 21:00:00","BZN|NL","Without sequence","41.69","",""
"10/03/2021 21:00:00 - 10/03/2021 22:00:00","BZN|NL","Without sequence","41.36","",""
"10/03/2021 22:00:00 - 10/03/2021 23:00:00","BZN|NL","Without sequence","34.46","",""
"10/03/2021 23:00:00 - 11/03/2021 00:00:00","BZN|NL","Without sequence","24.12","",""
"11/03/2021 00:00:00 - 11/03/2021 01:00:00","BZN|NL","Without sequence","17.8","",""
"11/03/2021 01:00:00 - 11/03/2021 02:00:00","BZN|NL","Without sequence","0.1","",""
"11/03/2021 02:00:00 - 11/03/2021 03:00:00","BZN|NL","Without sequence","0.01","",""
"11/03/2021 03:00:00 - 11/03/2021 04:00:00","BZN|NL","Without sequence","0.0","",""
"11/03/2021 04:00:00 - 11/03/2021 05:00:00","BZN|NL","Without sequence","0.03","",""
"11/03/2021 05:00:00 - 11/03/2021 06:00:00","BZN|NL","Without sequence","14.95","",""
"11/03/2021 06:00:00 - 11/03/2021 07:00:00","BZN|NL","Without sequence","24.97","",""
"11/03/2021 07:00:00 - 11/03/2021 08:00:00","BZN|NL","Without sequence","60.0","",""
"11/03/2021 08:00:00 - 11/03/2021 09:00:00","BZN|NL","Without sequence","119.9","",""
"11/03/2021 09:00:00 - 11/03/2021 10:00:00","BZN|NL","Without sequence","94.0","",""
"11/03/2021 10:00:00 - 11/03/2021 11:00:00","BZN|NL","Without sequence","38.6","",""
"11/03/2021 11:00:00 - 11/03/2021 12:00:00","BZN|NL","Without sequence","35.76","",""
"11/03/2021 12:00:00 - 11/03/2021 13:00:00","BZN|NL","Without sequence","37.88","",""
"11/03/2021 13:00:00 - 11/03/2021 14:00:00","BZN|NL","Without sequence","30.27","",""
"11/03/2021 14:00:00 - 11/03/2021 15:00:00","BZN|NL","Without sequence","26.21","",""
"11/03/2021 15:00:00 - 11/03/2021 16:00:00","BZN|NL","Without sequence","30.77","",""
"11/03/2021 16:00:00 - 11/03/2021 17:00:00","BZN|NL","Without sequence","34.09","",""
"11/03/2021 17:00:00 - 11/03/2021 18:00:00","BZN|NL","Without sequence","50.0","",""
"11/03/2021 18:00:00 - 11/03/2021 19:00:00","BZN|NL","Without sequence","48.33","",""
"11/03/2021 19:00:00 - 11/03/2021 20:00:00","BZN|NL","Without sequence","55.93","",""
"11/03/2021 20:00:00 - 11/03/2021 21:00:00","BZN|NL","Without sequence","41.1","",""
"11/03/2021 21:00:00 - 11/03/2021 22:00:00","BZN|NL","Without sequence","34.3","",""
"11/03/2021 22:00:00 - 11/03/2021 23:00:00","BZN|NL","Without sequence","27.08","",""
"11/03/2021 23:00:00 - 12/03/2021 00:00:00","BZN|NL","Without sequence","12.13","",""
"12/03/2021 00:00:00 - 12/03/2021 01:00:00","BZN|NL","Without sequence","38.8","",""
"12/03/2021 01:00:00 - 12/03/2021 02:00:00","BZN|NL","Without sequence","29.9","",""
"12/03/2021 02:00:00 - 12/03/2021 03:00:00","BZN|NL","Without sequence","33.67","",""
